"City","Month","Date","Minimum.Temperature","Maximum.Temperature","Rainfall.mm","Evaporation.mm","Sunshine.Hours","9am.Temperature","9am.Relative.Humidity","9am.Cloud.Amount.oktas","3pm.Temperature","3pm.Relative.Humidity","3pm.Cloud.Amount.oktas"
"Adelaide","Jun",2014-06-11,9.7,17.2,0,2,0.5,15.1,54,NA,16.3,53,NA
"Brisbane","Jun",2014-06-11,13.9,22.8,0,4.6,4.9,16.7,69,5,21.3,47,1
"Perth","Jun",2014-06-11,4.7,17.4,0,2.2,9,9.9,85,1,16.7,61,4
"Melbourne","Jun",2014-06-12,9.2,16.3,0,2.2,0,12.3,71,8,16.2,58,7
"Sydney","Jun",2014-06-12,11.1,20.4,0,1,5.8,12.1,86,7,19.5,52,6
"Adelaide","Jun",2014-06-12,11.4,17.1,0,0.6,0.9,14,67,NA,16.8,50,NA
"Brisbane","Jun",2014-06-12,14.4,23.6,0,4.6,6.5,18.7,58,2,21.7,55,7
"Perth","Jun",2014-06-12,5.6,18.6,0,1,8.3,11.2,84,1,17.2,66,4
"Melbourne","Jun",2014-06-13,12.2,17,5.8,1.8,5.3,12.9,92,6,16.5,65,3
"Sydney","Jun",2014-06-13,10.7,20.9,0,2.4,3.3,11.8,85,7,20.4,48,7
"Adelaide","Jun",2014-06-13,9.5,13.6,4.2,3.2,NA,9.8,92,NA,11.9,74,NA
"Brisbane","Jun",2014-06-13,14.6,24.1,1.4,3.6,6.8,17.6,83,3,22.5,57,7
"Perth","Jun",2014-06-13,2.9,17.9,0,1,8.7,9.5,91,1,17.1,49,3
"Melbourne","Jun",2014-06-14,10.3,15.8,NA,1.6,0.9,12.2,87,NA,14.8,78,NA
"Sydney","Jun",2014-06-14,11.8,19.9,5,2.4,3.9,14.3,89,8,19.2,53,2
"Adelaide","Jun",2014-06-14,7.9,15.3,7,NA,NA,13.6,73,NA,14.2,67,NA
"Brisbane","Jun",2014-06-14,15.3,21,0.8,2.6,0.4,17.5,88,7,20.4,70,7
"Perth","Jun",2014-06-14,1.9,18.2,0,2.2,9.2,8.5,84,1,17.7,46,0
"Melbourne","Jun",2014-06-15,9.9,16.4,NA,1.8,5.5,10.6,87,NA,14.8,62,NA
"Sydney","Jun",2014-06-15,10.3,17.2,0.2,2.6,1.2,13,65,7,16.9,49,7
"Adelaide","Jun",2014-06-15,7.6,15.8,0,NA,2.7,9.8,97,NA,15.3,64,NA
"Brisbane","Jun",2014-06-15,9.8,20.6,0.6,2.2,9.8,16.6,57,2,19.7,42,2
"Perth","Jun",2014-06-15,2.1,19.6,0,0.6,9.2,8.7,86,1,19,45,1
"Melbourne","Jun",2014-06-16,10.4,17,2.4,1,4.6,10.7,87,7,14.3,78,7
"Sydney","Jun",2014-06-16,9.3,19.5,0.4,0.8,9.7,11.3,78,1,19.4,36,1
"Adelaide","Jun",2014-06-16,9.7,16.5,0.4,2.8,0.9,14.3,85,NA,14.3,93,NA
"Brisbane","Jun",2014-06-16,10.2,21.6,0,5.4,9.5,15.2,57,6,20.6,38,4
"Perth","Jun",2014-06-16,3,21.7,0,2,9.2,11.5,69,0,21.3,35,0
"Melbourne","Jun",2014-06-17,10.1,16.3,2.2,0.8,3.4,11.1,85,7,15.4,61,7
"Sydney","Jun",2014-06-17,10,19.8,0,4.4,9.1,13.5,63,1,17.8,46,5
"Adelaide","Jun",2014-06-17,6.8,15.4,2.4,0.6,0.1,11.2,91,NA,15.2,62,NA
"Brisbane","Jun",2014-06-17,8.5,22.9,0,3.4,9.8,14.9,62,1,22.1,37,1
"Perth","Jun",2014-06-17,7.3,18.6,0,2.4,1.3,17.2,51,7,13.5,95,8
"Melbourne","Jun",2014-06-18,11.1,14.3,0,1,0.1,12.7,62,7,14,53,7
"Sydney","Jun",2014-06-18,11.4,20.4,0,1.8,9.4,12.5,67,1,18.7,51,1
"Adelaide","Jun",2014-06-18,5,16.9,0,0.6,8.7,11,78,NA,16.3,55,NA
"Brisbane","Jun",2014-06-18,9.6,24.3,0,2,9.2,16.4,61,1,22.4,45,4
"Perth","Jun",2014-06-18,11.4,18.4,50.6,1.6,7.2,14.8,74,6,17.5,48,3
"Melbourne","Jun",2014-06-19,8,12.3,0,1.4,0.4,9.4,75,7,12.2,70,7
"Sydney","Jun",2014-06-19,10.6,21.5,0,1.8,8.5,12,81,3,19.8,57,3
"Adelaide","Jun",2014-06-19,11,15.5,0,1.4,1.7,13.5,60,NA,15,59,NA
"Brisbane","Jun",2014-06-19,13.8,20.3,0,3.4,1.5,17.3,78,7,17.9,83,7
"Perth","Jun",2014-06-19,8.1,18.6,3.4,2.2,2.4,11.6,98,7,17.9,81,6
"Melbourne","Jun",2014-06-20,9.3,15.5,0,2.2,5,11.3,75,3,14.1,55,7
"Sydney","Jun",2014-06-20,12,21.3,0,4.6,6.3,15.5,66,2,19.6,54,6
"Adelaide","Jun",2014-06-20,10.5,17.9,0,1.8,0.8,11.9,86,NA,14.8,88,NA
"Brisbane","Jun",2014-06-20,15.7,22.5,5.8,0.6,3.3,17.4,90,7,21.8,65,3
"Perth","Jun",2014-06-20,10.8,19.7,9,0.8,3.6,15.1,99,6,18.1,73,7
"Melbourne","Jun",2014-06-21,11.3,15.7,0,1.8,2.8,13,78,NA,15,68,NA
"Sydney","Jun",2014-06-21,10.5,21.9,0,2.4,9.5,11.8,79,1,21.4,31,1
"Adelaide","Jun",2014-06-21,11.3,16.1,8.8,NA,2.5,13,96,NA,15.5,75,NA
"Brisbane","Jun",2014-06-21,14.9,25.6,0,1.4,7.9,17.1,87,7,25.2,46,2
"Perth","Jun",2014-06-21,10.9,19.8,0.2,0.6,3.3,14.6,59,1,15.7,88,8
"Melbourne","Jun",2014-06-22,7.7,15.8,0,1.4,4.8,8.5,87,NA,15,62,NA
"Sydney","Jun",2014-06-22,11.1,19.7,0,3.4,4.4,11.9,79,7,19.6,49,1
"Adelaide","Jun",2014-06-22,8.9,16.8,0.4,NA,2.3,13.2,69,NA,16.7,52,NA
"Brisbane","Jun",2014-06-22,13.2,24.2,5.2,3.4,9.1,15,93,2,23.6,47,1
"Perth","Jun",2014-06-22,7.1,16.3,14.8,1.2,5.7,10.5,96,3,15.7,56,3
"Melbourne","Jun",2014-06-23,8.5,14.7,0,4,3.5,13.2,67,4,12.9,63,6
"Sydney","Jun",2014-06-23,10,16.6,0,0.6,1.8,13.5,76,7,15.8,57,7
"Adelaide","Jun",2014-06-23,8.6,12.8,12.6,4.4,4.2,10.9,73,NA,11.7,67,NA
"Brisbane","Jun",2014-06-23,10.8,24.1,0.2,2.4,9.2,15,77,3,22.4,52,5
"Perth","Jun",2014-06-23,2.1,16.2,1,3,9.1,7.4,96,0,15.6,53,1
"Melbourne","Jun",2014-06-24,7.1,14.5,4.6,1,4.6,8.7,79,8,13.9,57,6
"Sydney","Jun",2014-06-24,11.5,16.7,0,6.2,9.7,12.1,47,1,16.1,35,1
"Adelaide","Jun",2014-06-24,8.1,15.9,26,1.2,3.6,12.7,94,NA,15.2,68,NA
"Brisbane","Jun",2014-06-24,10.2,20.9,0,2.2,2.3,18.1,47,7,20.1,30,7
"Perth","Jun",2014-06-24,2.8,17.6,0,0.8,9.2,9.4,85,0,16.7,52,1
"Melbourne","Jun",2014-06-25,8.6,16,6.2,3.6,3.4,11.2,73,7,14.6,64,7
"Sydney","Jun",2014-06-25,11.1,18.1,0,4,9.7,14.8,45,1,17.7,35,1
"Adelaide","Jun",2014-06-25,12,16.1,6,0.8,1.1,12.9,92,NA,14,79,NA
"Brisbane","Jun",2014-06-25,13.4,21.8,0,5.4,8.8,15.7,46,6,21.7,36,1
"Perth","Jun",2014-06-25,2.7,20.3,0,1.4,9.2,9.6,85,0,19.8,40,0
"Melbourne","Jun",2014-06-26,11.2,16.8,0.6,3.6,4.5,12,61,4,14.9,45,7
"Sydney","Jun",2014-06-26,10.7,22.2,0,4.8,9.8,15.1,47,1,21.1,31,5
"Adelaide","Jun",2014-06-26,12.7,15.7,2,0.8,1.3,13,92,NA,14.6,70,NA
"Brisbane","Jun",2014-06-26,10,24.2,0,6.8,9.9,16.3,47,0,24.2,26,0
"Perth","Jun",2014-06-26,5.9,20.6,0,1.6,6.9,17.6,65,1,19.1,55,3
"Melbourne","Jun",2014-06-27,11,14.7,0,2.2,3.8,11.6,67,7,14.2,48,7
"Sydney","Jun",2014-06-27,10.4,21.2,0,4,8.1,12.1,68,7,20.4,39,7
"Adelaide","Jun",2014-06-27,11.5,17.1,0,1.8,5.7,13.2,56,NA,15.9,49,NA
"Brisbane","Jun",2014-06-27,6.8,23.6,0,3.4,9.9,11.8,66,0,21.5,39,0
"Perth","Jun",2014-06-27,5.5,17.8,2.6,1.8,9,11.1,94,1,17.2,50,1
"Melbourne","Jun",2014-06-28,9.6,13,NA,3.4,2.8,10.1,74,NA,12.5,58,NA
"Sydney","Jun",2014-06-28,12,22.8,0,5,6.9,15.8,36,7,20.3,34,2
"Adelaide","Jun",2014-06-28,8.1,13.1,24.4,NA,6.9,10.6,64,NA,11.7,58,NA
"Brisbane","Jun",2014-06-28,11.8,24.9,0,3,6,17.9,64,3,22.4,63,7
"Perth","Jun",2014-06-28,2.6,15.6,0,2.2,9.1,8.6,78,1,14.9,47,1
"Melbourne","Jun",2014-06-29,8.8,11.3,NA,2.4,1,10,75,NA,10.1,79,NA
"Sydney","Jun",2014-06-29,10,16.4,0,7,9.6,12.1,45,1,15.5,37,3
"Adelaide","Jun",2014-06-29,9.4,14.4,1.8,NA,7.5,10.5,83,NA,13,56,NA
"Brisbane","Jun",2014-06-29,12.3,19.9,1.6,3.6,10,15.6,41,0,19,34,1
"Perth","Jun",2014-06-29,4.8,16.2,0,2.4,3.5,9.7,71,7,15.9,49,7
"Melbourne","Jun",2014-06-30,6.5,13.3,11.2,2,1.7,8.3,74,7,12.9,71,NA
"Sydney","Jun",2014-06-30,9.4,16.1,0,3.8,9.4,11.4,53,1,16,29,1
"Adelaide","Jun",2014-06-30,6.5,15.3,0.8,4.6,3,9.7,90,NA,15,67,NA
"Brisbane","Jun",2014-06-30,5.2,19.1,0.2,8,9.9,15,44,1,18.4,30,2
"Perth","Jun",2014-06-30,9.7,22.4,0,2,5,14.2,52,7,22,40,2
"Melbourne","Jul",2014-07-01,8.3,13.4,0.4,0.6,0.8,10.9,71,NA,12.9,70,NA
"Sydney","Jul",2014-07-01,8.9,19.1,0,3,9.3,10.1,64,1,18.3,36,1
"Adelaide","Jul",2014-07-01,9,16,6,0.6,2.4,10.3,94,NA,14.9,65,NA
"Brisbane","Jul",2014-07-01,5.2,19.8,0,7,10.2,12.1,49,0,18.9,25,0
"Perth","Jul",2014-07-01,13.7,23,0,1.8,2.3,16.7,43,7,21.9,54,7
"Melbourne","Jul",2014-07-02,10.8,17.3,0,1.2,5.5,12,65,7,16,50,7
"Sydney","Jul",2014-07-02,7.4,20.2,0,3.8,9.6,9.6,67,1,19.2,36,1
"Adelaide","Jul",2014-07-02,10,16.5,0.8,0.8,7.7,12.3,74,NA,15.4,55,NA
"Brisbane","Jul",2014-07-02,5.3,21.2,0,2.6,10.2,11.6,63,1,20.7,30,1
"Perth","Jul",2014-07-02,16.5,19.5,11.2,2.2,4.3,16.5,96,8,18.8,63,3
"Melbourne","Jul",2014-07-03,7.7,12.7,0,2.8,9.2,8.3,79,1,11.4,67,1
"Sydney","Jul",2014-07-03,6.7,18.3,0,1.2,9.6,9.1,71,1,17.2,54,1
"Adelaide","Jul",2014-07-03,8.1,15.9,0,1.4,9.2,12,54,NA,15.5,52,NA
"Brisbane","Jul",2014-07-03,7.4,22.6,0,3.6,9.8,13.8,60,1,21.8,45,1
"Perth","Jul",2014-07-03,3,15.7,7.4,2.6,9.2,8.7,87,1,15.1,42,1
"Melbourne","Jul",2014-07-04,8.2,12.9,0,2.4,7.8,8.6,73,5,11.8,60,1
"Sydney","Jul",2014-07-04,6.7,20.4,0,2.4,9.9,9.3,71,0,19.6,33,1
"Adelaide","Jul",2014-07-04,10.2,15.7,0,1.2,1.9,11.3,90,NA,14.1,62,NA
"Brisbane","Jul",2014-07-04,9.4,23.9,0,3,8.7,13.7,78,3,21.9,47,4
"Perth","Jul",2014-07-04,3,21.1,0,2,5.5,9,80,3,19.2,65,7
"Melbourne","Jul",2014-07-05,8.6,15.4,NA,1.6,1.5,11.2,69,NA,14.8,59,NA
"Sydney","Jul",2014-07-05,8.2,18,0,3.6,9.6,10.1,62,1,17.3,33,1
"Adelaide","Jul",2014-07-05,11,13.8,3.2,NA,1,12.8,62,NA,13.4,71,NA
"Brisbane","Jul",2014-07-05,11.5,24.4,0.4,2.6,9.8,16.4,78,1,23.6,41,3
"Perth","Jul",2014-07-05,8.9,22.8,8.4,0.6,9.1,14.8,88,1,22.6,54,5
"Melbourne","Jul",2014-07-06,10.3,14.1,NA,1.6,2.1,10.8,76,NA,12.6,81,NA
"Sydney","Jul",2014-07-06,8.2,18.1,0,4,9.9,11.6,59,1,16.2,36,1
"Adelaide","Jul",2014-07-06,9.6,15.5,18.6,NA,7.8,11.2,95,NA,14.9,55,NA
"Brisbane","Jul",2014-07-06,5.3,20.5,0,4,10.2,15.1,43,0,20.4,27,0
"Perth","Jul",2014-07-06,14.7,19.7,1.2,2.2,0.1,17.4,88,7,14.3,83,8
"Melbourne","Jul",2014-07-07,9,16,0.8,1.6,7.4,9.2,87,2,14.8,53,7
"Sydney","Jul",2014-07-07,8.3,19.5,0,3,9.2,10.7,59,1,18.8,35,2
"Adelaide","Jul",2014-07-07,6.3,15.2,0,2.4,3.9,11.6,67,NA,15,52,NA
"Brisbane","Jul",2014-07-07,8,19.9,0,7.6,10,13.5,43,0,19.7,28,1
"Perth","Jul",2014-07-07,11.7,18.1,17.6,1.4,2.5,14.9,83,7,15.5,84,7
"Melbourne","Jul",2014-07-08,9.2,14.9,0,2.6,4.5,11.1,67,7,14.3,49,4
"Sydney","Jul",2014-07-08,7.9,18.7,0,3.8,9.7,9,66,1,16.2,51,1
"Adelaide","Jul",2014-07-08,11.6,18.5,0,2.6,0.7,13.6,39,NA,18.2,30,NA
"Brisbane","Jul",2014-07-08,6.2,21.7,0,4,9.9,12.6,55,0,20.6,34,0
"Perth","Jul",2014-07-08,10.7,16.3,16.6,4.6,4.9,14.7,58,7,13.8,80,7
"Melbourne","Jul",2014-07-09,9.3,11.2,0.2,4.4,1.3,9.5,68,7,9.1,81,8
"Sydney","Jul",2014-07-09,6.6,21.3,0,2.6,9.4,11.9,49,0,20.7,22,1
"Adelaide","Jul",2014-07-09,8,10.9,13.2,1.6,0,8.6,93,NA,9.3,88,NA
"Brisbane","Jul",2014-07-09,4.7,23.4,0,2.8,9.8,12.3,61,0,21.7,37,0
"Perth","Jul",2014-07-09,3.4,16.2,1.6,0.8,6.6,7.8,98,6,15.6,63,7
"Melbourne","Jul",2014-07-10,7.7,15.6,4.6,0.2,2.7,10.1,72,7,14.6,65,7
"Sydney","Jul",2014-07-10,8.8,17.3,0.2,5.8,9.8,11.9,52,1,16.8,32,2
"Adelaide","Jul",2014-07-10,6.8,14.4,14.4,1,6.5,10.1,91,NA,12.2,75,NA
"Brisbane","Jul",2014-07-10,10,20,0,5,9.8,15.8,28,0,18.7,25,1
"Perth","Jul",2014-07-10,2.8,17.8,0,1.8,8.8,8.1,93,1,17.6,50,2
"Melbourne","Jul",2014-07-11,8,14.4,0.2,2,7.2,10.4,69,7,14,65,5
"Sydney","Jul",2014-07-11,9,18.5,0,4,9.9,11.8,58,1,18.2,32,0
"Adelaide","Jul",2014-07-11,7.6,15.9,0,1.4,3.7,9.2,92,NA,15.4,69,NA
"Brisbane","Jul",2014-07-11,9.3,22.4,0,9.6,9.9,14.6,38,0,21.6,19,0
"Perth","Jul",2014-07-11,8.1,19.3,0,1.4,6.4,12.7,79,5,18.1,53,3
"Melbourne","Jul",2014-07-12,7.2,11.6,NA,2.2,5.1,7.4,74,NA,10,71,NA
"Sydney","Jul",2014-07-12,6.4,18.5,0.2,3.4,9.5,8.9,64,0,17.7,33,1
"Adelaide","Jul",2014-07-12,5.8,13.5,1.6,NA,5.7,9.3,81,NA,10.9,71,NA
"Brisbane","Jul",2014-07-12,2.6,22.6,0,4.6,9.9,14.4,46,0,21.7,22,0
"Perth","Jul",2014-07-12,8.3,17.8,0.6,1.8,9.2,11.6,79,1,17.7,49,7
"Melbourne","Jul",2014-07-13,5.2,15,NA,1.6,5.3,7,77,NA,13.5,56,NA
"Sydney","Jul",2014-07-13,6.5,16.3,0,3.6,9.6,8.2,54,1,15.1,47,3
"Adelaide","Jul",2014-07-13,3.8,13.5,0.2,NA,7.8,7.6,70,NA,12.6,46,NA
"Brisbane","Jul",2014-07-13,7.5,21.8,0,4.8,9.7,14.2,44,0,20.6,27,2
"Perth","Jul",2014-07-13,3.9,19.3,0,2.8,9.3,11.3,69,0,18.7,37,1
"Melbourne","Jul",2014-07-14,6.9,13.4,5.8,0.8,2.1,9.5,88,7,13,61,7
"Sydney","Jul",2014-07-14,6.6,17.9,0,3.2,5.1,9.2,62,6,15.7,64,6
"Adelaide","Jul",2014-07-14,6.1,11.9,0,3.4,0.1,8.9,59,NA,11.6,47,NA
"Brisbane","Jul",2014-07-14,10.5,21.4,0,3.8,9,14.7,59,2,20.1,45,2
"Perth","Jul",2014-07-14,8.1,18.1,15.4,0.6,7.2,14.5,69,4,17.2,49,2
"Melbourne","Jul",2014-07-15,8.3,13.1,0,1.6,0.4,10.3,64,7,12.4,62,7
"Sydney","Jul",2014-07-15,9.2,15.6,1.6,0.4,0,11.5,88,7,15.3,74,8
"Adelaide","Jul",2014-07-15,7.2,13.3,1.6,1,0.2,8.5,82,NA,12.6,65,NA
"Brisbane","Jul",2014-07-15,12.5,20.5,0,4.2,2.6,14.4,82,7,18.9,67,7
"Perth","Jul",2014-07-15,10.1,18.9,2.2,3.4,6.8,14.2,88,7,17.4,66,6
"Melbourne","Jul",2014-07-16,9.7,14.7,2.2,1.4,6.9,10.7,78,7,14.6,50,3
"Sydney","Jul",2014-07-16,11.4,18.5,1.8,1.2,3.9,13.2,86,8,17.9,52,2
"Adelaide","Jul",2014-07-16,8.4,16.6,2.8,0.4,5.2,10.5,92,NA,15.5,63,NA
"Brisbane","Jul",2014-07-16,11.2,22,0.8,2.4,3.2,13.6,89,7,17.9,83,7
"Perth","Jul",2014-07-16,10.3,17,1.8,1.4,5.6,13.7,84,1,16.4,54,2
"Melbourne","Jul",2014-07-17,8.8,12.3,0,2.8,8.1,9.3,60,3,10.9,55,6
"Sydney","Jul",2014-07-17,9.5,19.9,0,2,9.4,13.1,56,1,19.1,33,3
"Adelaide","Jul",2014-07-17,9.3,12.8,4.6,1,3.7,9.6,86,NA,12.4,55,NA
"Brisbane","Jul",2014-07-17,7,22.2,2,1.2,10.2,15,78,1,21.2,27,0
"Perth","Jul",2014-07-17,2.8,17,0,2.2,9.3,8.2,89,1,16.7,51,4
"Melbourne","Jul",2014-07-18,5.9,14.3,3,2.4,6.8,9.5,66,5,12.6,59,5
"Sydney","Jul",2014-07-18,8.6,15.9,0,4,7.9,9.6,47,2,14.1,35,4
"Adelaide","Jul",2014-07-18,2.3,13.5,8,2,1.8,6.2,88,NA,12.3,58,NA
"Brisbane","Jul",2014-07-18,7.3,18.7,0.2,6.6,9.9,16.2,41,1,17.8,23,0
"Perth","Jul",2014-07-18,5.3,19.7,0,2.2,9.4,11.5,74,1,19.4,47,1
"Melbourne","Jul",2014-07-19,8.5,13.5,NA,1.4,1.6,9.6,89,NA,12.5,68,NA
"Sydney","Jul",2014-07-19,8.5,14.9,0,4.6,3.2,10.1,50,6,13.6,57,6
"Adelaide","Jul",2014-07-19,6.2,13.2,0,NA,1.9,10,70,NA,11.6,68,NA
"Brisbane","Jul",2014-07-19,6.7,20.3,0,9,10,11.8,47,0,19.7,23,1
"Perth","Jul",2014-07-19,5.4,20.1,0,2.2,6.4,12.2,70,6,19.3,46,7
"Melbourne","Jul",2014-07-20,7.9,13.7,NA,0.6,2.2,8.8,84,NA,13.2,66,NA
"Sydney","Jul",2014-07-20,9.8,15.3,0.2,4,1.1,11.2,66,7,15.2,60,7
"Adelaide","Jul",2014-07-20,4.7,14.5,0,NA,3.3,8,83,NA,14.2,52,NA
"Brisbane","Jul",2014-07-20,8.2,23.2,0,5,10.1,14.4,46,6,22.2,33,5
"Perth","Jul",2014-07-20,8.7,17.2,6,2.4,8.6,11,98,3,16.4,64,2
"Melbourne","Jul",2014-07-21,4.9,13.2,0.4,1.2,2.3,5.6,89,7,12.5,68,7
"Sydney","Jul",2014-07-21,8.9,18.3,0,2,7.5,9.9,69,7,15.7,64,7
"Adelaide","Jul",2014-07-21,8,16.9,0,1.8,4.9,12,52,NA,15.6,41,NA
"Brisbane","Jul",2014-07-21,11,22.2,0,3.8,6.9,15.7,70,4,20.3,56,7
"Perth","Jul",2014-07-21,8.7,16.6,3.4,0.8,3.7,12.7,88,4,15.4,88,6
"Melbourne","Jul",2014-07-22,5.6,12.5,0,0.4,3,7.1,93,8,12.2,62,1
"Sydney","Jul",2014-07-22,8.7,19,0,1.4,9.6,10.8,81,2,16.5,59,2
"Adelaide","Jul",2014-07-22,3.7,19,0,1.4,9.4,9.6,75,NA,18.5,32,NA
"Brisbane","Jul",2014-07-22,10.5,22.6,0,3.2,7.1,15.5,78,2,21.4,47,3
"Perth","Jul",2014-07-22,8.8,16.1,26.6,1.4,6,11.7,83,4,15.3,65,5
"Melbourne","Jul",2014-07-23,4.5,13.7,0,0,4.3,4.5,95,7,13.4,54,7
"Sydney","Jul",2014-07-23,8.9,18.9,0,3.2,6.7,10.7,87,3,17.1,57,5
"Adelaide","Jul",2014-07-23,9.6,15.8,0,2.6,0,14.7,35,NA,15.4,51,NA
"Brisbane","Jul",2014-07-23,9.4,22.8,2.4,3.6,9.8,14.5,76,1,19.8,54,3
"Perth","Jul",2014-07-23,9,15.8,5.6,0.4,4.3,10.7,96,7,13.2,86,6
"Melbourne","Jul",2014-07-24,4.5,15,0,1.6,0.6,8.8,78,7,14.5,56,7
"Sydney","Jul",2014-07-24,8.5,19.8,0,0.6,2.4,10.9,83,5,19.7,48,7
"Adelaide","Jul",2014-07-24,10.1,15.5,16.6,0.8,1.9,11.2,96,NA,14,80,NA
"Brisbane","Jul",2014-07-24,11.2,23.3,0.2,3,9.5,16.5,65,2,21.5,49,1
"Perth","Jul",2014-07-24,8.6,18.9,3.2,2.2,7.8,13.7,98,5,17.6,65,7
"Melbourne","Jul",2014-07-25,8.8,16.1,NA,1.6,7.1,12.4,74,NA,15.5,62,NA
"Sydney","Jul",2014-07-25,9.6,18.8,0,2.8,2.6,11.5,82,7,18.3,59,7
"Adelaide","Jul",2014-07-25,11.2,16.2,1.8,0.6,1.7,13,89,NA,15.3,70,NA
"Brisbane","Jul",2014-07-25,10.1,23.8,0,3.6,9.9,16.4,75,1,22.6,57,3
"Perth","Jul",2014-07-25,11,19.5,1.4,5.2,2.1,14.1,91,5,17.5,67,7
"Melbourne","Jul",2014-07-26,12.3,15.3,NA,2.6,0.5,12.9,72,NA,14.5,71,NA
"Sydney","Jul",2014-07-26,11.3,18.7,8.2,2,4.2,13,90,8,17.2,42,3
"Adelaide","Jul",2014-07-26,10.3,16.2,3,NA,5.4,10.4,99,NA,15.7,59,NA
"Brisbane","Jul",2014-07-26,12.2,22.7,0,2.6,0.5,16.2,88,7,21.4,65,8
"Perth","Jul",2014-07-26,13.5,17.9,4.2,1.4,2.5,16.4,88,4,16.4,76,6
"Melbourne","Jul",2014-07-27,7,17,NA,1.4,6.2,9.7,76,NA,15.7,51,NA
"Sydney","Jul",2014-07-27,9.4,21,4.2,1.8,10.2,11.9,65,1,18.7,38,1
"Adelaide","Jul",2014-07-27,6.4,17.4,0,NA,4.2,12.2,63,NA,16.5,53,NA
"Brisbane","Jul",2014-07-27,12,24.4,8,2.4,10.3,17.4,80,1,23.6,32,1
"Perth","Jul",2014-07-27,11.7,19,14,1.4,6.7,16,80,3,18.2,66,5
"Melbourne","Jul",2014-07-28,9.7,16.9,1.4,3,9.6,11.4,60,3,16.3,49,2
"Sydney","Jul",2014-07-28,8.8,18.5,0,3.2,6.7,11.9,62,7,17.4,41,6
"Adelaide","Jul",2014-07-28,9.9,16.7,0,3.8,2.9,12,70,NA,16.1,73,NA
"Brisbane","Jul",2014-07-28,9.4,23.7,0.2,3.4,9.8,14.7,72,1,23.2,32,1
"Perth","Jul",2014-07-28,13.8,19.3,0.8,1.8,5.9,16.3,80,7,18.9,54,1
"Melbourne","Jul",2014-07-29,11.4,16.5,0,3.2,3.1,12,66,7,15.9,58,7
"Sydney","Jul",2014-07-29,11.8,23.3,0,4,5.1,14.9,49,7,22.9,27,1
"Adelaide","Jul",2014-07-29,9.1,16.9,0,0.8,0.9,12.7,85,NA,15.4,79,NA
"Brisbane","Jul",2014-07-29,7.3,25.1,0,3.2,10.2,14.4,59,0,24.5,20,0
"Perth","Jul",2014-07-29,10.6,19.8,0.4,2.2,4.1,14.9,87,7,18.5,62,7
"Melbourne","Jul",2014-07-30,11.9,19.1,0,2.6,6.5,14.7,65,5,17.9,54,NA
"Sydney","Jul",2014-07-30,13,24,0,6.2,10.2,17.3,44,6,23.3,31,1
"Adelaide","Jul",2014-07-30,12.7,17.3,3.2,0.4,2.1,13.5,88,NA,16.3,73,NA
"Brisbane","Jul",2014-07-30,7.8,25.9,0,4.8,9.8,13.7,58,0,25.3,17,0
"Perth","Jul",2014-07-30,14.8,18.7,0,2.2,1.7,16.7,63,8,18.4,58,7
"Melbourne","Jul",2014-07-31,13.7,19.9,0,4.8,7.3,14.8,61,1,16.4,43,7
"Sydney","Jul",2014-07-31,13.9,25,0,6.6,10.1,17.7,40,1,24.5,21,0
"Adelaide","Jul",2014-07-31,10.1,16.4,0,1.4,2.6,14.2,65,NA,11.2,95,NA
"Brisbane","Jul",2014-07-31,6.6,25.4,0,4,10.1,14.3,56,0,23.3,46,1
"Perth","Jul",2014-07-31,7.7,16.7,1.6,1.8,5.9,11.3,67,7,16.2,49,0
"Melbourne","Aug",2014-08-01,6,10.3,6.6,6,3.4,7.6,60,7,8.6,73,7
"Sydney","Aug",2014-08-01,15.9,18.2,0,8.4,10,16.8,41,1,16.7,23,1
"Adelaide","Aug",2014-08-01,6.4,12.6,16,0.4,7.9,7.9,79,NA,12.2,44,NA
"Brisbane","Aug",2014-08-01,10.6,28.5,0,3.4,10.2,19.3,66,1,27.4,28,3
"Perth","Aug",2014-08-01,3.9,17.7,0,2.4,9.5,10.4,65,0,17.1,48,0
"Melbourne","Aug",2014-08-02,4.7,13.6,NA,2.4,6.5,5.1,86,NA,12,36,NA
"Sydney","Aug",2014-08-02,7.2,16.1,0,6.4,10,9.6,45,1,15,36,1
"Adelaide","Aug",2014-08-02,2.3,14.1,2.4,NA,9,7.2,74,NA,14,46,NA
"Brisbane","Aug",2014-08-02,12.3,21.4,0,7.6,10.1,15,29,1,20.6,9,0
"Perth","Aug",2014-08-02,4.7,19.7,0,2.4,9,11.5,69,1,18.3,64,1
"Melbourne","Aug",2014-08-03,1.4,14.8,NA,0.6,10,2.9,81,NA,13.6,36,NA
"Sydney","Aug",2014-08-03,5.5,17.6,0,3.8,9.5,8.4,60,1,16.5,45,1
"Adelaide","Aug",2014-08-03,3,15,0,NA,9.9,9.4,56,NA,13.9,34,NA
"Brisbane","Aug",2014-08-03,9.8,21.4,0,7,8.5,15.2,52,3,19.5,50,3
"Perth","Aug",2014-08-03,3.8,19.8,0,2.2,9.5,11.5,78,0,19.4,47,0
"Melbourne","Aug",2014-08-04,1.8,15.3,NA,3.2,10,4.4,70,NA,14.7,33,NA
"Sydney","Aug",2014-08-04,6.4,17.2,0,2.6,10.1,9.9,69,3,16,58,4
