"City","Month","Date","Minimum.Temperature","Maximum.Temperature","Rainfall.mm","Evaporation.mm","Sunshine.Hours","9am.Temperature","9am.Relative.Humidity","9am.Cloud.Amount.oktas","3pm.Temperature","3pm.Relative.Humidity","3pm.Cloud.Amount.oktas"
"Adelaide","Jan",2015-01-14,17.1,23.5,2.2,2.4,8.2,18.8,59,NA,22.4,51,NA
"Brisbane","Jan",2015-01-14,24.5,30.3,0.2,4.8,3.9,27,64,7,29.1,68,7
"Perth","Jan",2015-01-14,17,29.7,0,10.4,12.7,25,56,0,26.8,52,0
"Melbourne","Jan",2015-01-15,NA,NA,NA,5,1.6,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-15,22,29,0,11,11.7,26.1,45,2,24.8,57,1
"Adelaide","Jan",2015-01-15,15.9,24,0,6.2,11.5,18.4,59,NA,22.8,48,NA
"Brisbane","Jan",2015-01-15,24.4,36,NA,3.8,11.1,29.5,66,6,35.3,37,3
"Perth","Jan",2015-01-15,18.6,30,0,9.8,13.2,23,53,1,26.6,48,0
"Melbourne","Jan",2015-01-16,NA,NA,NA,4.2,11.7,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-16,21.2,27.6,0,8.2,12.9,24.7,67,3,26.6,63,2
"Adelaide","Jan",2015-01-16,13.2,25.6,0,5,NA,18.4,69,NA,24.5,48,NA
"Brisbane","Jan",2015-01-16,23.1,32.5,0,10.4,13.1,29.2,56,1,30.8,60,1
"Perth","Jan",2015-01-16,18.3,30.3,0,9.8,13.2,24.8,49,0,29.5,38,0
"Melbourne","Jan",2015-01-17,NA,NA,NA,9.6,11.7,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-17,20.7,35.7,0,3.2,13.4,27,35,0,33.5,23,1
"Adelaide","Jan",2015-01-17,17.9,25.3,0,NA,NA,19.2,59,NA,23.9,38,NA
"Brisbane","Jan",2015-01-17,24,35.3,0,8,12.7,29,67,1,32,60,3
"Perth","Jan",2015-01-17,17.6,38,0,11.6,12,26,42,1,37,27,4
"Melbourne","Jan",2015-01-18,NA,NA,NA,10.6,5.4,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-18,20.7,29.1,0,10.2,11.8,24.5,73,5,28.6,43,6
"Adelaide","Jan",2015-01-18,15.8,25.8,0,NA,10,18.3,50,NA,24.1,41,NA
"Brisbane","Jan",2015-01-18,25.9,36.7,0,8,11.7,31,65,3,33.5,52,2
"Perth","Jan",2015-01-18,18.7,29.5,0,10.8,12.6,26.8,66,4,26.3,61,7
"Melbourne","Jan",2015-01-19,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-19,20.9,22.7,0,10.4,0.1,21.7,66,8,21.7,61,8
"Adelaide","Jan",2015-01-19,15.8,31.7,0,19.2,12.4,20.9,43,NA,29.6,28,NA
"Brisbane","Jan",2015-01-19,26.5,31.8,0,7.6,9.3,29.6,71,4,30.6,58,3
"Perth","Jan",2015-01-19,19.1,27.6,0,9.6,12.3,24.1,59,6,26.1,50,5
"Melbourne","Jan",2015-01-20,NA,NA,NA,9.8,0.9,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-20,18.1,24.8,6.2,3.4,7.3,20.3,88,8,23.9,64,5
"Adelaide","Jan",2015-01-20,20.7,33.1,0,8,5.6,26.9,36,NA,29.4,46,NA
"Brisbane","Jan",2015-01-20,20.6,29.2,35.8,10.8,9.4,25.9,67,7,27.5,58,6
"Perth","Jan",2015-01-20,16.1,38.9,0,9.6,13.1,25.4,58,0,38,27,0
"Melbourne","Jan",2015-01-21,NA,NA,NA,6.6,11.1,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-21,19.7,28,18,7.4,10.5,24.4,78,5,27.1,61,3
"Adelaide","Jan",2015-01-21,17.8,28.1,0.6,5.8,10.5,20.1,76,NA,27.2,50,NA
"Brisbane","Jan",2015-01-21,21.3,30,0.2,7.4,8,23.6,82,7,27.6,64,7
"Perth","Jan",2015-01-21,19.8,35.8,0,10,10.2,32.2,21,1,32.9,43,7
"Melbourne","Jan",2015-01-22,NA,NA,NA,11.4,10,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-22,22.5,28.3,0.2,8.4,11.7,26.4,68,5,27.5,58,1
"Adelaide","Jan",2015-01-22,15.5,31.5,0,5.2,12.4,21.6,61,NA,30.2,42,NA
"Brisbane","Jan",2015-01-22,23.2,28.6,1,9.2,2.1,27.6,67,8,26.4,77,8
"Perth","Jan",2015-01-22,22.6,29,0,10.6,6.2,23.6,63,7,25.4,51,7
"Melbourne","Jan",2015-01-23,NA,NA,NA,10.2,12,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-23,22.4,29.1,0,8,10.5,25.8,74,7,28.7,61,2
"Adelaide","Jan",2015-01-23,18.1,26,0,7,NA,21.9,71,NA,25.1,48,NA
"Brisbane","Jan",2015-01-23,22,24.8,100.4,3.4,0,22,93,8,22.5,95,8
"Perth","Jan",2015-01-23,15.9,30.4,0,8,13,23.2,49,3,27.6,47,3
"Melbourne","Jan",2015-01-24,NA,NA,NA,9.6,13.1,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-24,22.7,29.1,0,9.2,9.8,26.7,69,1,28.3,54,1
"Adelaide","Jan",2015-01-24,15.2,25.4,0,NA,NA,19.6,58,NA,24.8,46,NA
"Brisbane","Jan",2015-01-24,20,30.8,65.2,3,5.4,24.8,84,8,30.3,59,6
"Perth","Jan",2015-01-24,16.4,29.6,0,10.8,12.7,21.4,45,7,25.9,51,6
"Melbourne","Jan",2015-01-25,NA,NA,NA,8.2,11,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-25,21.6,34.4,1,8,11.2,25,77,2,31.2,44,5
"Adelaide","Jan",2015-01-25,14.4,22.4,0,NA,NA,17.6,52,NA,21.3,37,NA
"Brisbane","Jan",2015-01-25,22.1,36.7,0,3.4,12.6,29.3,67,1,32.2,59,2
"Perth","Jan",2015-01-25,17.2,33.3,0,9.6,13.2,22.8,48,1,32.4,18,0
"Melbourne","Jan",2015-01-26,NA,NA,NA,8.2,8.9,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-26,20.2,20.4,0.6,10.6,0,20.4,84,8,19.7,88,8
"Adelaide","Jan",2015-01-26,14.9,21.4,0,NA,NA,17.1,55,NA,19.6,45,NA
"Brisbane","Jan",2015-01-26,24.9,33.1,0,6.2,7.8,31,66,3,32,54,6
"Perth","Jan",2015-01-26,16.7,37.1,0,11.2,13.2,23.1,45,0,35.5,19,0
"Melbourne","Jan",2015-01-27,NA,NA,NA,6.2,4.6,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-27,18.9,20.4,33,5.4,0,19.2,96,8,20.2,93,8
"Adelaide","Jan",2015-01-27,13.5,23.4,0,25.6,NA,17.3,47,NA,21.9,41,NA
"Brisbane","Jan",2015-01-27,23.7,30.2,0,7.8,9.2,28.5,62,5,28.1,63,5
"Perth","Jan",2015-01-27,21.2,40,0,12.8,12.3,30.2,27,1,37.3,20,4
"Melbourne","Jan",2015-01-28,NA,NA,NA,6,12.5,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-28,17.3,20.5,57,7.2,2.3,17.9,95,8,18.2,92,7
"Adelaide","Jan",2015-01-28,13.4,25.8,0,5.6,NA,16.2,55,NA,25.5,33,NA
"Brisbane","Jan",2015-01-28,19.5,28.1,5.2,7.2,1,21,85,7,26.1,61,8
"Perth","Jan",2015-01-28,22.4,36.8,0,14.2,12.9,31.7,31,2,34.3,35,2
"Melbourne","Jan",2015-01-29,NA,NA,NA,9,12.8,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-29,14.6,24.3,14,2.8,12.2,19,54,3,22.1,47,3
"Adelaide","Jan",2015-01-29,16,30.2,0,7.2,NA,20.1,44,NA,28.5,19,NA
"Brisbane","Jan",2015-01-29,20.4,28.9,0,4.6,11,24.8,53,5,26.6,58,3
"Perth","Jan",2015-01-29,23,33.9,5.2,10.6,7,23.9,89,4,33.6,38,1
"Melbourne","Jan",2015-01-30,NA,NA,NA,8,11.8,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-30,15.2,27.3,0,8.8,11.2,19.6,43,1,26.8,28,3
"Adelaide","Jan",2015-01-30,16.5,28.7,0,8.8,NA,20,44,NA,27.9,23,NA
"Brisbane","Jan",2015-01-30,20.2,29,3.8,7.8,11.2,25.2,63,6,28.3,58,2
"Perth","Jan",2015-01-30,20.4,34.7,13.4,8.8,0.7,26.4,37,5,33.4,25,6
"Melbourne","Jan",2015-01-31,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"Sydney","Jan",2015-01-31,17,26.1,0,5.8,11.7,21.4,59,2,24.2,42,2
"Adelaide","Jan",2015-01-31,14.3,24.1,0,7.6,NA,17.7,52,NA,22.6,40,NA
"Brisbane","Jan",2015-01-31,19.8,31.8,0,7.4,11.4,26.8,62,1,29.8,62,2
"Perth","Jan",2015-01-31,19.5,31,0,10.6,2,23.7,51,8,29.9,26,8
"Melbourne","Feb",2015-02-01,NA,NA,NA,6.6,0.3,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-01,19.3,26.6,0,9.4,7,22,75,7,24.2,55,6
"Adelaide","Feb",2015-02-01,14.9,21.7,0,NA,NA,16.8,68,NA,20.4,51,NA
"Brisbane","Feb",2015-02-01,20.3,34.4,17.2,7.8,12.8,26.8,71,1,34.2,26,1
"Perth","Feb",2015-02-01,20.9,33.8,0,10.2,5.2,23.1,50,7,32.8,30,3
"Melbourne","Feb",2015-02-02,NA,NA,NA,3.4,7.7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-02,18,25,3.4,6.6,8.7,19.6,81,7,23.4,59,2
"Adelaide","Feb",2015-02-02,14.7,23.8,0,11.8,NA,16.3,62,NA,22.6,41,NA
"Brisbane","Feb",2015-02-02,22.1,29.6,0,5.6,8.8,26.8,66,6,27.9,56,2
"Perth","Feb",2015-02-02,19.7,31.9,9.6,8.6,4.8,25.6,56,7,22.6,90,7
"Melbourne","Feb",2015-02-03,NA,NA,NA,5,8.6,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-03,18.5,26.5,1,8.6,9.8,20.1,72,5,25.7,45,2
"Adelaide","Feb",2015-02-03,12.5,28.6,0,6.6,NA,17.1,60,NA,28,31,NA
"Brisbane","Feb",2015-02-03,20.7,NA,2.2,7.2,5.7,26.8,64,7,28.8,52,5
"Perth","Feb",2015-02-03,20.1,39.1,11.8,4,6.5,23.1,72,7,36.9,19,7
"Melbourne","Feb",2015-02-04,NA,NA,NA,8,6.7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-04,17.3,25.6,1.2,6.4,6.6,20.1,70,7,22.9,58,6
"Adelaide","Feb",2015-02-04,13.3,25.9,0,6.6,NA,16.9,60,NA,24.1,36,NA
"Brisbane","Feb",2015-02-04,19.8,28.6,NA,7.4,9.5,25.2,55,3,26.1,58,3
"Perth","Feb",2015-02-04,19.8,32.6,1.6,8.2,12.6,28.5,49,2,30.2,45,1
"Melbourne","Feb",2015-02-05,NA,NA,NA,5.6,12.9,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-05,18.6,24.3,7.4,7.2,0.5,21.9,59,7,22.5,54,7
"Adelaide","Feb",2015-02-05,12.5,29.6,0,5,NA,17.5,51,NA,26.2,34,NA
"Brisbane","Feb",2015-02-05,20.7,29.2,0,6.8,9.6,26.5,50,4,28.3,51,3
"Perth","Feb",2015-02-05,18.9,30.9,0,8,12.2,25.4,66,2,27.8,52,1
"Melbourne","Feb",2015-02-06,NA,NA,NA,8.2,11.9,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-06,17.6,25.6,0.2,4.2,7.8,20.5,80,7,23.6,53,7
"Adelaide","Feb",2015-02-06,14.9,37.9,0,6.4,NA,25.6,36,NA,36.6,16,NA
"Brisbane","Feb",2015-02-06,20.2,28.3,2.8,8.8,10.4,25.6,60,5,27.9,44,1
"Perth","Feb",2015-02-06,18.5,29.7,0,9.8,12.3,22.9,60,0,27.3,52,0
"Melbourne","Feb",2015-02-07,NA,NA,NA,14.4,5.9,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-07,18.8,26.5,0,5.4,6.9,20.3,77,8,26,50,4
"Adelaide","Feb",2015-02-07,21.8,38.5,0,NA,NA,31.1,27,NA,37.4,21,NA
"Brisbane","Feb",2015-02-07,19.5,29.3,0.2,11,11.2,22.3,73,7,27,54,7
"Perth","Feb",2015-02-07,19.2,32.8,0,9.2,12.5,23.6,54,0,31.4,41,0
"Melbourne","Feb",2015-02-08,NA,NA,NA,12.8,5.8,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-08,18.9,32.1,0,5.6,12.2,23.3,71,0,28.3,58,1
"Adelaide","Feb",2015-02-08,18.3,33.1,0,NA,NA,22,54,NA,32.5,27,NA
"Brisbane","Feb",2015-02-08,20.8,29.9,0.2,7.4,11.9,25.9,60,2,28.7,58,1
"Perth","Feb",2015-02-08,20.6,39.5,0,9.6,12.5,27.4,52,1,38.1,24,1
"Melbourne","Feb",2015-02-09,NA,NA,NA,4.2,12.6,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-09,22.7,25.9,0,8,1.2,23.7,76,7,25.3,66,7
"Adelaide","Feb",2015-02-09,15.5,30.7,0,24.8,NA,20.5,54,NA,29.3,34,NA
"Brisbane","Feb",2015-02-09,19.6,30.3,0,6.4,12.5,26.7,61,3,29.6,45,3
"Perth","Feb",2015-02-09,19.9,33.7,0,9.2,12,26,67,1,32.5,39,1
"Melbourne","Feb",2015-02-10,NA,NA,NA,6.8,12.5,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-10,21.5,28.2,0,5.8,7.7,24,82,5,27.7,65,3
"Adelaide","Feb",2015-02-10,12.8,33.9,0,6.8,NA,22.3,27,NA,31.9,21,NA
"Brisbane","Feb",2015-02-10,20.6,29,5.2,9,9.4,24.6,80,2,22.6,89,7
"Perth","Feb",2015-02-10,18.5,34.9,0,8.8,12.4,27.4,58,2,31.2,46,4
"Melbourne","Feb",2015-02-11,NA,NA,NA,8.6,11.1,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-11,22.8,28.6,0.2,5.8,11.3,25.8,72,6,27.1,59,2
"Adelaide","Feb",2015-02-11,18.3,34.6,0,7.8,NA,26.1,23,NA,33.1,16,NA
"Brisbane","Feb",2015-02-11,20.3,28.9,12.2,8,9,22.5,82,6,28.5,47,1
"Perth","Feb",2015-02-11,20,36.4,0,10.6,12.4,25.1,51,4,34.7,33,1
"Melbourne","Feb",2015-02-12,NA,NA,NA,9.2,7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-12,21,28.8,0,8,10,26.1,62,1,27.6,61,5
"Adelaide","Feb",2015-02-12,18.9,37.4,0,7.2,NA,23.6,47,NA,33.7,33,NA
"Brisbane","Feb",2015-02-12,20.6,28.9,8.4,7.2,9.6,26.6,68,7,28.4,54,4
"Perth","Feb",2015-02-12,21.9,30.3,0,9.8,6.7,25.1,57,7,28.2,49,7
"Melbourne","Feb",2015-02-13,NA,NA,NA,7.4,6.1,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-13,20.4,28.1,6.8,7.8,4.6,22.1,94,7,25.1,61,5
"Adelaide","Feb",2015-02-13,21.5,34.6,0,6.6,NA,26.9,48,NA,33.1,31,NA
"Brisbane","Feb",2015-02-13,20.2,29.6,1.6,7.4,8.2,26.4,70,5,25.7,68,6
"Perth","Feb",2015-02-13,21.5,26.9,0,4.8,6.7,24,77,7,24.5,63,7
"Melbourne","Feb",2015-02-14,NA,NA,NA,7,8.9,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-14,20.4,27.2,4.4,5,6.7,23.1,82,2,26.9,55,7
"Adelaide","Feb",2015-02-14,26.5,41.6,0,NA,NA,30.8,30,NA,39.4,15,NA
"Brisbane","Feb",2015-02-14,19.8,29,0.4,6.6,10.2,26.1,65,5,28,49,3
"Perth","Feb",2015-02-14,19.1,24.4,0.4,6.4,10.5,21.6,54,5,23.2,45,0
"Melbourne","Feb",2015-02-15,NA,NA,NA,5,11.4,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-15,20.3,29.4,0.6,5.6,8.8,22.4,85,7,26.4,59,3
"Adelaide","Feb",2015-02-15,28.8,38.6,0,NA,NA,34.8,20,NA,36.3,24,NA
"Brisbane","Feb",2015-02-15,21.1,28.8,0.2,8.4,9.5,24.1,72,6,27.9,49,3
"Perth","Feb",2015-02-15,14.9,29.4,0,10,12.6,20.3,46,0,26.4,41,0
"Melbourne","Feb",2015-02-16,NA,NA,NA,10.6,12.4,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-16,22.1,28,0,8,11.1,25.4,62,3,26.8,57,7
"Adelaide","Feb",2015-02-16,17.9,28.3,0,23,NA,20.2,55,NA,25.5,48,NA
"Brisbane","Feb",2015-02-16,19.5,29.4,0.4,8,11.8,26.8,62,3,28.3,48,3
"Perth","Feb",2015-02-16,17.1,34,0,9.8,11.6,22.5,49,5,33.1,33,6
"Melbourne","Feb",2015-02-17,NA,NA,NA,10.8,0.7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-17,21.9,27.8,0,8.4,12.2,25.7,59,3,26.1,56,2
"Adelaide","Feb",2015-02-17,13.8,29.6,0,NA,NA,19.2,61,NA,26.5,43,NA
"Brisbane","Feb",2015-02-17,20.1,29.1,0.4,9,11.6,26.2,60,6,26.3,62,4
"Perth","Feb",2015-02-17,18.6,32.5,0,8.8,1.2,27.3,39,7,31.9,35,8
"Melbourne","Feb",2015-02-18,NA,NA,NA,2.2,0.5,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-18,22.2,27.6,0,10.4,12.2,26.4,59,2,26.7,60,2
"Adelaide","Feb",2015-02-18,14.4,30.8,0,NA,NA,19.7,61,NA,29.5,31,NA
"Brisbane","Feb",2015-02-18,20.2,29.2,0.2,8.2,5.9,27.6,60,5,24.3,86,5
"Perth","Feb",2015-02-18,18.2,34.9,0,5,9.1,24.9,65,3,31.7,44,7
"Melbourne","Feb",2015-02-19,NA,NA,NA,3,10.4,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-19,22.2,27.6,0.2,9.6,5.1,23,88,7,25.8,63,5
"Adelaide","Feb",2015-02-19,18,36.9,0,6.4,NA,24.8,47,NA,35.7,17,NA
"Brisbane","Feb",2015-02-19,22.5,26.8,4.6,5.2,0,25.5,79,8,24.6,89,8
"Perth","Feb",2015-02-19,19.7,32.4,0,8,12,26,57,1,29.7,46,2
"Melbourne","Feb",2015-02-20,NA,NA,NA,6.6,12.7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-20,21.7,26.8,0,5,1.8,23.8,82,7,25.6,67,7
"Adelaide","Feb",2015-02-20,23.9,38.8,0,NA,NA,26.2,46,NA,38,21,NA
"Brisbane","Feb",2015-02-20,21.8,22.6,54,4.8,0,22.4,95,8,22,95,8
"Perth","Feb",2015-02-20,19.8,30.3,0,9.8,10.5,24.5,52,1,26.5,51,1
"Melbourne","Feb",2015-02-21,NA,NA,NA,7.2,11.1,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-21,20.5,25.6,1,2.8,0,22.9,88,8,24.5,74,8
"Adelaide","Feb",2015-02-21,25.8,39.5,0,18,NA,30.8,33,NA,38.6,20,NA
"Brisbane","Feb",2015-02-21,21.4,27.3,89.2,6,0,22,96,8,23.9,96,8
"Perth","Feb",2015-02-21,16.7,26.7,0,8.2,12.1,21.1,61,1,25.7,50,0
"Melbourne","Feb",2015-02-22,NA,NA,NA,12.4,2.7,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-22,20.7,27.4,1.2,3.4,10.7,23.8,82,3,26.8,62,6
"Adelaide","Feb",2015-02-22,23.4,40,0,NA,NA,27.3,52,NA,39.3,20,NA
"Brisbane","Feb",2015-02-22,22,31.4,68.4,11.6,7.5,27.2,66,7,26.9,79,7
"Perth","Feb",2015-02-22,17.1,29.6,0,9,12.3,22.8,62,1,27.5,49,1
"Melbourne","Feb",2015-02-23,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA
"Sydney","Feb",2015-02-23,22.4,NA,0,6.6,NA,24.1,76,5,NA,NA,NA
"Adelaide","Feb",2015-02-23,20.6,NA,0,NA,NA,22.2,61,NA,NA,NA,NA
"Brisbane","Feb",2015-02-23,22.6,NA,4.4,4.6,NA,26.6,72,7,NA,NA,NA
"Perth","Feb",2015-02-23,16.1,NA,0,10.4,NA,21,46,0,NA,NA,NA
